<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<PRICE>,<TOTAL>,,
10.11.2020,12:30:00,108259,115291,108014,112422,48,"110996,5",5327832,,
10.11.2020,12:31:00,111939,115291,108166,114443,76,"112459,75",8546941,,
10.11.2020,12:32:00,108922,115264,108245,111545,12,110994,1331928,,
10.11.2020,12:33:00,107958,115264,107958,113006,2,"111046,5",222093,,
10.11.2020,12:34:00,110406,115298,107941,111709,67,"111338,5","7459679,5",,
10.11.2020,12:35:00,110965,115238,107988,113478,15,"111917,25","1678758,75",,
10.11.2020,12:36:00,109935,115156,108094,110257,75,"110860,5","8314537,5",,
10.11.2020,12:37:00,113872,115206,108006,115206,51,"113072,5","5766697,5",,
10.11.2020,12:38:00,113358,115283,108169,112407,91,"112304,25","10219686,75",,
10.11.2020,12:39:00,110817,115204,108008,109383,72,110853,7981416,,
10.11.2020,12:40:00,112803,114734,108460,113167,34,112291,3817894,,
10.11.2020,12:41:00,107917,115259,107917,111145,88,"110559,5",9729236,,
10.11.2020,12:42:00,108013,115096,108013,114745,6,"111466,75","668800,5",,
10.11.2020,12:43:00,108832,115255,107919,108445,79,"110112,75","8698907,25",,
10.11.2020,12:44:00,114978,115066,107962,108644,96,"111662,5",10719600,,
10.11.2020,12:45:00,112561,115145,107972,109885,30,"111390,75","3341722,5",,
10.11.2020,12:46:00,112267,115284,107967,113482,13,112250,1459250,,
10.11.2020,12:47:00,114219,115199,107942,109915,49,"111818,75","5479118,75",,
10.11.2020,12:48:00,111015,115168,107929,113521,33,"111908,25","3692972,25",,
10.11.2020,12:49:00,113128,115239,108022,112352,58,"112185,25","6506744,5",,
10.11.2020,12:50:00,111501,115055,108155,108472,62,"110795,75","6869336,5",,
10.11.2020,12:51:00,113481,115294,107911,113849,88,"112633,75",9911770,,
10.11.2020,12:52:00,114701,115134,107908,108711,84,"111613,5",9375534,,
10.11.2020,12:53:00,110038,115178,108042,108258,58,110379,6401982,,
10.11.2020,12:54:00,111282,115283,108321,108630,20,110879,2217580,,
10.11.2020,12:55:00,108894,115285,107901,111359,75,"110859,75","8314481,25",,
10.11.2020,12:56:00,115252,115252,108080,113028,35,112903,3951605,,
10.11.2020,12:57:00,108802,115250,107982,114190,10,111556,1115560,,
10.11.2020,12:58:00,108534,115177,108107,111672,89,"110872,5","9867652,5",,
10.11.2020,12:59:00,112390,115222,108136,110321,16,"111517,25",1784276,,
10.11.2020,13:00:00,109580,114980,108002,109681,59,"110560,75","6523084,25",,
10.11.2020,13:01:00,110050,115272,107930,114087,19,"111834,75","2124860,25",,
10.11.2020,13:02:00,114058,115279,107930,107930,49,"111299,25","5453663,25",,
10.11.2020,13:03:00,110759,115195,107968,112750,74,111668,8263432,,
10.11.2020,13:04:00,115184,115198,107919,108057,42,"111589,5",4686759,,
10.11.2020,13:05:00,112556,115252,107940,113033,35,"112195,25","3926833,75",,
10.11.2020,13:06:00,112157,115228,108004,112305,85,"111923,5","9513497,5",,
10.11.2020,13:07:00,109925,115074,108033,111943,12,"111243,75",1334925,,
10.11.2020,13:08:00,108958,115108,107910,114978,94,"111738,5",10503419,,
10.11.2020,13:09:00,110225,115189,108040,110038,82,110873,9091586,,
10.11.2020,13:10:00,112236,115048,107956,114924,30,112541,3376230,,
10.11.2020,13:11:00,109667,115151,107996,113714,66,111632,7367712,,
10.11.2020,13:12:00,112800,115273,107946,112020,74,"112009,75","8288721,5",,
10.11.2020,13:13:00,108004,114693,108004,111623,26,110581,2875106,,
10.11.2020,13:14:00,108356,115082,107956,110911,30,"110576,25","3317287,5",,
10.11.2020,13:15:00,114680,115156,107926,111204,5,"112241,5","561207,5",,
10.11.2020,13:16:00,110191,115103,107970,110195,28,"110864,75",3104213,,
10.11.2020,13:17:00,113012,115048,107983,112539,31,"112145,5","3476510,5",,
10.11.2020,13:18:00,109841,115062,107965,115062,48,"111982,5",5375160,,
10.11.2020,13:19:00,112259,115017,107900,108493,45,"110917,25","4991276,25",,
10.11.2020,13:20:00,114692,115148,107939,108589,30,111592,3347760,,
10.11.2020,13:21:00,109506,115216,107959,109801,39,"110620,5","4314199,5",,
10.11.2020,13:22:00,108746,114978,107978,113690,98,111348,10912104,,
10.11.2020,13:23:00,115178,115178,107921,113212,56,"112872,25",6320846,,
10.11.2020,13:24:00,109285,115178,107926,112683,22,111268,2447896,,
10.11.2020,13:25:00,109417,114940,108133,111595,31,"111021,25","3441658,75",,
10.11.2020,13:26:00,108546,115297,107932,112844,75,"111154,75","8336606,25",,
10.11.2020,13:27:00,110312,115190,107917,110150,29,"110892,25","3215875,25",,
10.11.2020,13:28:00,108648,115206,107993,113059,62,"111226,5",6896043,,
10.11.2020,13:29:00,112187,115261,108098,114198,17,112436,1911412,,
10.11.2020,13:30:00,111617,115042,107977,111586,38,"111555,5",4239109,,
10.11.2020,13:31:00,111985,115292,108008,113242,15,"112131,75","1681976,25",,
10.11.2020,13:32:00,114957,114957,107944,110278,53,112034,5937802,,
10.11.2020,13:33:00,111110,115230,107974,112073,97,"111596,75","10824884,75",,
10.11.2020,13:34:00,114446,115053,107949,114571,47,"113004,75","5311223,25",,
10.11.2020,13:35:00,113362,115264,108064,108165,98,"111213,75","10898947,5",,
10.11.2020,13:36:00,111079,115267,108351,113380,63,"112019,25","7057212,75",,
10.11.2020,13:37:00,113339,115273,108164,108749,46,"111381,25","5123537,5",,
10.11.2020,13:38:00,110159,115267,108164,112866,21,111614,2343894,,
10.11.2020,13:39:00,112066,115279,108315,115142,57,"112700,5","6423928,5",,
10.11.2020,13:40:00,115144,115144,108223,109661,89,112043,9971827,,
10.11.2020,13:41:00,109894,115082,108067,109922,52,"110741,25",5758545,,
10.11.2020,13:42:00,108051,115260,107979,113522,6,111203,667218,,
10.11.2020,13:43:00,112932,115247,108004,112660,29,"112210,75","3254111,75",,
10.11.2020,13:44:00,115169,115169,108194,114179,70,"113177,75","7922442,5",,
10.11.2020,13:45:00,113645,115288,108014,113248,2,"112548,75","225097,5",,
10.11.2020,13:46:00,114563,115249,108001,114632,58,"113111,25","6560452,5",,
10.11.2020,13:47:00,112349,115202,107920,113208,32,"112169,75",3589432,,
10.11.2020,13:48:00,110539,115155,108060,109240,95,"110748,5","10521107,5",,
10.11.2020,13:49:00,111394,115210,108026,113058,10,111922,1119220,,
10.11.2020,13:50:00,110769,115238,107917,111021,95,"111236,25","10567443,75",,
10.11.2020,13:51:00,111865,115211,107952,107960,8,110747,885976,,
10.11.2020,13:52:00,110988,115224,107971,110597,32,111195,3558240,,
10.11.2020,13:53:00,108948,115030,108211,110308,37,"110624,25","4093097,25",,
10.11.2020,13:54:00,110914,115295,108069,113011,19,"111822,25","2124622,75",,
10.11.2020,13:55:00,111864,115178,108344,115178,44,112641,4956204,,
10.11.2020,13:56:00,109820,115076,108041,109500,94,"110609,25","10397269,5",,
10.11.2020,13:57:00,111920,115051,107941,114903,73,"112453,75","8209123,75",,
10.11.2020,13:58:00,107977,115122,107958,111043,61,110525,6742025,,
10.11.2020,13:59:00,113673,115227,107947,109520,84,"111591,75",9373707,,
10.11.2020,14:00:00,110684,115167,107984,111287,26,"111280,5",2893293,,
10.11.2020,14:01:00,114167,115124,108257,113826,48,"112843,5",5416488,,
10.11.2020,14:02:00,108848,115116,107902,110231,38,"110524,25","4199921,5",,
10.11.2020,14:03:00,108276,115287,108009,110231,4,"110450,75",441803,,
10.11.2020,14:04:00,108421,115258,107974,111488,96,"110785,25",10635384,,
10.11.2020,14:05:00,112158,115043,107951,113025,65,"112044,25","7282876,25",,
10.11.2020,14:06:00,109641,115031,107917,114928,83,"111879,25","9285977,75",,
10.11.2020,14:07:00,114036,114959,108003,108388,95,"111346,5","10577917,5",,
10.11.2020,14:08:00,112356,115077,107965,111448,71,"111711,5","7931516,5",,
10.11.2020,14:09:00,111015,115299,107963,109712,80,"110997,25",8879780,,
10.11.2020,14:10:00,114029,115260,108075,110787,58,"112037,75","6498189,5",,
10.11.2020,14:11:00,112888,115189,108076,109801,48,"111488,5",5351448,,
10.11.2020,14:12:00,112769,115232,107940,112924,32,"112216,25",3590920,,
10.11.2020,14:13:00,113080,115298,107910,112905,29,"112298,25","3256649,25",,
10.11.2020,14:14:00,113180,115130,108076,114457,2,"112710,75","225421,5",,
10.11.2020,14:15:00,114527,115256,108015,108846,80,111661,8932880,,
10.11.2020,14:16:00,111969,115101,108331,113964,24,"112341,25",2696190,,
10.11.2020,14:17:00,108459,115192,107920,112277,38,110962,4216556,,
10.11.2020,14:18:00,108690,115211,108176,109697,62,"110443,5",6847497,,
10.11.2020,14:19:00,113244,115186,107985,111301,34,111929,3805586,,
10.11.2020,14:20:00,112056,115263,108048,113964,5,"112332,75","561663,75",,
10.11.2020,14:21:00,112129,114957,108082,109286,84,"111113,5",9333534,,
10.11.2020,14:22:00,109751,115246,107921,114949,79,"111966,75","8845373,25",,
10.11.2020,14:23:00,113509,115285,107996,114271,21,"112765,25","2368070,25",,
10.11.2020,14:24:00,108276,115193,107999,113323,66,"111197,75","7339051,5",,
10.11.2020,14:25:00,109709,115283,108050,108795,68,"110459,25",7511229,,
10.11.2020,14:26:00,114839,115173,107939,113779,81,"112932,5","9147532,5",,
10.11.2020,14:27:00,112943,115289,107914,113018,89,112291,9993899,,
10.11.2020,14:28:00,112355,114467,108030,114316,32,112292,3593344,,
10.11.2020,14:29:00,114202,114900,108068,109756,87,"111731,5","9720640,5",,
10.11.2020,14:30:00,109260,115223,107922,114966,33,"111842,75","3690810,75",,
10.11.2020,14:31:00,114418,115234,107948,112471,51,"112517,75","5738405,25",,
10.11.2020,14:32:00,112867,115096,108059,112673,68,"112173,75",7627815,,
10.11.2020,14:33:00,111424,115203,108219,113036,10,"111970,5",1119705,,
10.11.2020,14:34:00,111491,115120,108170,110343,82,111281,9125042,,
10.11.2020,14:35:00,109772,115259,108160,110089,14,110820,1551480,,
10.11.2020,14:36:00,112415,115109,107928,107928,31,110845,3436195,,
10.11.2020,14:37:00,112455,115208,108034,109924,40,"111405,25",4456210,,
10.11.2020,14:38:00,112082,115235,107977,110559,53,"111463,25","5907552,25",,
10.11.2020,14:39:00,110434,114945,108107,109549,16,"110758,75",1772140,,
10.11.2020,14:40:00,111271,115193,107929,113996,95,"112097,25","10649238,75",,
10.11.2020,14:41:00,113634,115253,107959,113141,55,"112496,75","6187321,25",,
10.11.2020,14:42:00,109075,114946,108013,113531,23,"111391,25","2561998,75",,
10.11.2020,14:43:00,113026,115257,107983,107983,56,"111062,25",6219486,,
10.11.2020,14:44:00,110373,115106,107926,114793,56,"112049,5",6274772,,
10.11.2020,14:45:00,109175,115209,107900,112224,18,111127,2000286,,
10.11.2020,14:46:00,113915,115192,108066,109226,49,"111599,75","5468387,75",,
10.11.2020,14:47:00,110537,115236,108046,112058,72,"111469,25",8025786,,
10.11.2020,14:48:00,110416,115250,108111,113254,79,"111757,75","8828862,25",,
10.11.2020,14:49:00,113782,115209,108119,110785,18,"111973,75","2015527,5",,
10.11.2020,14:50:00,112876,114960,108078,111478,19,111848,2125112,,
10.11.2020,14:51:00,110288,115253,107941,111000,81,"111120,5","9000760,5",,
10.11.2020,14:52:00,112726,114629,107932,108070,44,"110839,25",4876927,,
10.11.2020,14:53:00,114332,115209,107945,111194,23,112170,2579910,,
10.11.2020,14:54:00,112998,114998,107929,112109,18,"112008,5",2016153,,
10.11.2020,14:55:00,114823,115010,108177,114962,25,113243,2831075,,
10.11.2020,14:56:00,110471,115188,107903,113271,86,"111708,25","9606909,5",,
10.11.2020,14:57:00,112751,115122,107977,111779,65,"111907,25","7273971,25",,
10.11.2020,14:58:00,113266,115229,108180,113864,50,"112634,75","5631737,5",,
10.11.2020,14:59:00,108357,115157,108081,109219,77,"110203,5","8485669,5",,
10.11.2020,15:00:00,108836,115262,108640,111688,34,"111106,5",3777621,,
10.11.2020,15:01:00,112434,115274,108198,109327,80,"111308,25",8904660,,
10.11.2020,15:02:00,111690,115218,107906,112191,92,"111751,25",10281115,,
10.11.2020,15:03:00,113189,115253,107912,113029,46,"112345,75","5167904,5",,
10.11.2020,15:04:00,110747,115236,108083,109292,31,"110839,5","3436024,5",,
10.11.2020,15:05:00,111529,115262,108101,112148,10,111760,1117600,,
10.11.2020,15:06:00,109433,115150,107946,113707,30,111559,3346770,,
10.11.2020,15:07:00,108620,115265,108207,110052,34,110536,3758224,,
10.11.2020,15:08:00,108043,115273,108010,112384,13,"110927,5","1442057,5",,
10.11.2020,15:09:00,111458,115273,108201,114717,56,"112412,25",6295086,,
10.11.2020,15:10:00,108236,114651,107901,111127,55,"110478,75","6076331,25",,
10.11.2020,15:11:00,113768,115292,107951,109865,12,111719,1340628,,
10.11.2020,15:12:00,108989,115257,107912,113406,74,111391,8242934,,
10.11.2020,15:13:00,109134,114986,108089,109368,58,"110394,25","6402866,5",,
10.11.2020,15:14:00,112766,115165,108058,112542,5,"112132,75","560663,75",,
10.11.2020,15:15:00,108774,115219,107957,112656,5,"111151,5","555757,5",,
10.11.2020,15:16:00,113100,115287,108018,112611,46,112254,5163684,,
10.11.2020,15:17:00,113201,115228,107901,112003,46,"112083,25","5155829,5",,
10.11.2020,15:18:00,109470,115283,107943,113031,15,"111431,75","1671476,25",,
10.11.2020,15:19:00,110393,115202,108104,113823,69,"111880,5","7719754,5",,
10.11.2020,15:20:00,110959,115287,108261,113749,92,112064,10309888,,
10.11.2020,15:21:00,111256,115232,107968,113598,61,"112013,5","6832823,5",,
10.11.2020,15:22:00,110378,115278,107903,115141,43,112175,4823525,,
10.11.2020,15:23:00,108470,115257,108013,113464,31,111301,3450331,,
10.11.2020,15:24:00,114172,115178,107922,113500,4,112693,450772,,
10.11.2020,15:25:00,107966,115229,107945,112083,77,"110805,75","8532042,75",,
10.11.2020,15:26:00,112843,115172,108089,108961,79,"111266,25","8790033,75",,
10.11.2020,15:27:00,108186,115281,108037,111448,12,110738,1328856,,
10.11.2020,15:28:00,110000,114998,107901,112705,67,111401,7463867,,
10.11.2020,15:29:00,109551,115268,107932,114911,93,"111915,5","10408141,5",,
10.11.2020,15:30:00,112429,114812,107963,111552,66,111689,7371474,,
10.11.2020,15:31:00,108429,115211,108030,110580,37,"110562,5","4090812,5",,
10.11.2020,15:32:00,114446,115234,108035,109447,66,"111790,5",7378173,,
10.11.2020,15:33:00,108246,115289,107969,115161,51,"111666,25","5694978,75",,
10.11.2020,15:34:00,111847,115277,107958,114932,64,"112503,5",7200224,,
10.11.2020,15:35:00,109212,114956,108043,111314,7,"110881,25","776168,75",,
10.11.2020,15:36:00,110653,114944,107927,107927,85,"110362,75","9380833,75",,
10.11.2020,15:37:00,110721,115200,107917,110641,25,"111119,75","2777993,75",,
10.11.2020,15:38:00,114087,115194,108090,112919,92,"112572,5",10356670,,
10.11.2020,15:39:00,109541,114933,107938,108745,60,"110289,25",6617355,,
10.11.2020,15:40:00,109068,115238,108006,109938,10,"110562,5",1105625,,
10.11.2020,15:41:00,110640,115207,107953,110843,6,"111160,75","666964,5",,
10.11.2020,15:42:00,112023,115281,108354,109405,32,"111265,75",3560504,,
10.11.2020,15:43:00,112701,115287,107948,109123,47,"111264,75","5229443,25",,
10.11.2020,15:44:00,113238,114884,107958,114884,93,112741,10484913,,
10.11.2020,15:45:00,109250,115241,108065,112564,48,111280,5341440,,
10.11.2020,15:46:00,109326,115210,108012,114750,13,"111824,5","1453718,5",,
10.11.2020,15:47:00,114704,115128,108006,109460,4,"111824,5",447298,,
10.11.2020,15:48:00,109738,115269,107923,110384,10,"110828,5",1108285,,
10.11.2020,15:49:00,109466,115012,107982,114011,47,"111617,75","5246034,25",,
10.11.2020,15:50:00,111702,115093,108135,110540,71,"111367,5","7907092,5",,
10.11.2020,15:51:00,112974,115271,108114,113911,34,"112567,5",3827295,,
10.11.2020,15:52:00,112640,114970,107917,112580,23,"112026,75","2576615,25",,
10.11.2020,15:53:00,111018,114869,107900,113563,42,"111837,5",4697175,,
10.11.2020,15:54:00,114988,115064,108400,114925,42,"113344,25","4760458,5",,
10.11.2020,15:55:00,112724,115136,107903,108481,19,111061,2110159,,
10.11.2020,15:56:00,110510,115258,107962,109720,2,"110862,5",221725,,
10.11.2020,15:57:00,112967,114792,107924,107924,47,"110901,75","5212382,25",,
10.11.2020,15:58:00,110236,114896,107908,113774,34,"111703,5",3797919,,
10.11.2020,15:59:00,110371,115211,107924,109279,24,"110696,25",2656710,,
10.11.2020,16:00:00,114863,115285,107941,108973,68,"111765,5",7600054,,
10.11.2020,16:01:00,112390,115297,108059,112693,34,"112109,75","3811731,5",,
10.11.2020,16:02:00,110586,115261,107913,114465,18,"112056,25","2017012,5",,
10.11.2020,16:03:00,111659,115023,108186,109563,81,"111107,75","8999727,75",,
10.11.2020,16:04:00,111817,115274,107936,109302,53,"111082,25","5887359,25",,
10.11.2020,16:05:00,113113,115204,107952,111131,97,111850,10849450,,
10.11.2020,16:06:00,114294,115234,107991,108407,52,"111481,5",5797038,,
10.11.2020,16:07:00,109090,115221,108013,110813,60,"110784,25",6647055,,
10.11.2020,16:08:00,112292,114994,107909,114438,40,"112408,25",4496330,,
10.11.2020,16:09:00,110885,115218,108130,108342,90,"110643,75","9957937,5",,
10.11.2020,16:10:00,111483,115240,108067,114587,37,"112344,25","4156737,25",,
10.11.2020,16:11:00,108664,115266,108061,112836,61,"111206,75","6783611,75",,
10.11.2020,16:12:00,109093,115136,108133,108871,79,"110308,25","8714351,75",,
10.11.2020,16:13:00,114154,115243,108143,108393,82,"111483,25","9141626,5",,
10.11.2020,16:14:00,112699,115281,108001,111036,7,"111754,25","782279,75",,
10.11.2020,16:15:00,113594,115288,107910,108490,68,"111320,5",7569794,,
10.11.2020,16:16:00,110572,115231,107900,111416,31,"111279,75","3449672,25",,
10.11.2020,16:17:00,108642,115278,107949,108420,32,"110072,25",3522312,,
10.11.2020,16:18:00,108842,115287,107918,109653,67,110425,7398475,,
10.11.2020,16:19:00,112173,115037,107909,109513,33,111158,3668214,,
10.11.2020,16:20:00,110846,115185,107938,109119,18,110772,1993896,,
10.11.2020,16:21:00,111010,115259,108003,111882,19,"111538,5","2119231,5",,
10.11.2020,16:22:00,108426,114878,108016,113986,76,"111326,5",8460814,,
10.11.2020,16:23:00,113548,115267,108093,115093,8,"113000,25",904002,,
10.11.2020,16:24:00,109707,115289,107979,109437,62,110603,6857386,,
10.11.2020,16:25:00,110887,115273,108381,114928,53,"112367,25","5955464,25",,
10.11.2020,16:26:00,112495,115246,107971,115056,55,112692,6198060,,
10.11.2020,16:27:00,112512,115232,107956,111517,23,"111804,25","2571497,75",,
10.11.2020,16:28:00,114714,115286,108016,111365,81,"112345,25","9099965,25",,
10.11.2020,16:29:00,108702,115062,108036,111428,76,110807,8421332,,
10.11.2020,16:30:00,112804,115260,107939,109787,28,"111447,5",3120530,,
10.11.2020,16:31:00,111511,115167,108067,109523,16,111067,1777072,,
10.11.2020,16:32:00,114487,115274,107952,115251,37,113241,4189917,,
10.11.2020,16:33:00,110191,115023,107999,109612,93,"110706,25","10295681,25",,
10.11.2020,16:34:00,112534,115284,108286,115284,31,112847,3498257,,
10.11.2020,16:35:00,114101,115246,107916,110502,84,"111941,25",9403065,,
10.11.2020,16:36:00,112565,115045,107994,108377,74,"110995,25","8213648,5",,
10.11.2020,16:37:00,109684,115256,107938,110912,50,"110947,5",5547375,,
10.11.2020,16:38:00,109903,114946,108073,109006,34,110482,3756388,,
10.11.2020,16:39:00,114938,114982,107993,109637,61,"111887,5","6825137,5",,
10.11.2020,16:40:00,110588,115046,107952,112873,10,"111614,75","1116147,5",,
10.11.2020,16:41:00,114066,114886,107912,112161,87,"112256,25","9766293,75",,
10.11.2020,16:42:00,107915,115193,107915,114769,43,111448,4792264,,
10.11.2020,16:43:00,113638,115137,108242,114417,39,"112858,5","4401481,5",,
10.11.2020,16:44:00,115188,115267,108060,112807,23,"112830,5","2595101,5",,
10.11.2020,16:45:00,110054,115214,108205,114595,94,112017,10529598,,
